job_id,job_title,company,location,experience_level,salary_inr,skills_required,date_posted,remote,industry
JOB00510,Frontend Developer,Wipro,Bangalore,Mid,915120,"JavaScript, CSS, GraphQL, React, Vue.js, Angular, TypeScript, Redux",2023-09-10,No,E-commerce
JOB00511,Product Manager,Zomato,Pune,Mid,1180290,"Scrum, Product Strategy, User Research, SQL, Roadmapping, Communication",2023-08-29,Hybrid,Fintech
JOB00512,Data Analyst,Oracle India,Bangalore,Principal,5354325,"Excel, Pandas, SQL, Business Intelligence, Statistics, Power BI",2022-08-28,No,EdTech
JOB00513,Cybersecurity Analyst,Accenture,Pune,Mid,1167636,"Python, SIEM, Network Security, Ethical Hacking, OWASP, Incident Response",2024-12-14,Yes,IT
JOB00514,Machine Learning Engineer,Zoho,Gurgaon,Principal,5368386,"Azure, MLOps, Scikit-learn, AWS",2023-10-13,Hybrid,IT
JOB00515,NLP Engineer,Microsoft India,Delhi NCR,Senior,2333739,"SpaCy, LLMs, Text Processing, TensorFlow, Python",2023-08-06,No,E-commerce
JOB00516,Cybersecurity Analyst,Flipkart,Kolkata,Principal,3867415,"OWASP, Firewalls, Penetration Testing, Incident Response, SIEM",2022-12-02,Yes,EdTech
JOB00517,Data Engineer,TCS,Bangalore,Entry,375308,"Airflow, Snowflake, ETL, Kafka, Spark",2024-02-09,No,Fintech
JOB00518,NLP Engineer,Oracle India,Noida,Senior,2369298,"Deep Learning, NLTK, TensorFlow, NLP, SpaCy",2024-02-21,No,IT
JOB00519,Cybersecurity Analyst,HCL Technologies,Pune,Senior,2727270,"OWASP, Ethical Hacking, Firewalls, Penetration Testing, Python, Network Security",2022-01-06,No,Fintech
JOB00520,Cybersecurity Analyst,Zomato,Mumbai,Lead,2760417,"Incident Response, Python, Penetration Testing, OWASP, Network Security, Firewalls",2023-07-22,Hybrid,Fintech
JOB00521,Frontend Developer,Freshworks,Bangalore,Principal,5515303,"TypeScript, HTML, Redux, CSS, JavaScript, Vue.js, Webpack, React",2022-11-30,Yes,Healthcare
JOB00522,DevOps Engineer,Oracle India,Pune,Mid,1074745,"Docker, GCP, CI/CD, Jenkins, Linux",2022-04-10,Hybrid,Fintech
JOB00523,NLP Engineer,Oracle India,Pune,Entry,569414,"TensorFlow, NLP, Text Processing, Transformers, NLTK",2023-10-10,Hybrid,Fintech
JOB00524,Business Intelligence Analyst,Amazon India,Hyderabad,Senior,1700977,"ETL, Power BI, SQL, Tableau, Data Modeling, Python, Statistics, Excel",2024-04-23,Yes,Finance
JOB00525,Data Analyst,Wipro,Hyderabad,Principal,4427417,"R, Business Intelligence, Excel, Tableau, Data Visualization",2022-06-06,Yes,E-commerce
JOB00526,Frontend Developer,TechCorp India,Mumbai,Senior,2260361,"Redux, GraphQL, CSS, React, Webpack",2023-09-16,Yes,Finance
JOB00527,Cybersecurity Analyst,Wipro,Mumbai,Mid,1421469,"Ethical Hacking, Python, Incident Response, Firewalls, Network Security",2024-05-20,Yes,E-commerce
JOB00528,Product Manager,Zomato,Mumbai,Lead,2589164,"Agile, Product Strategy, Roadmapping, User Research, SQL",2022-05-02,No,IT
JOB00529,Machine Learning Engineer,Cognizant,Delhi NCR,Senior,1521542,"FastAPI, TensorFlow, Deep Learning, Scikit-learn",2023-02-14,Yes,IT
JOB00530,Data Analyst,Freshworks,Bangalore,Senior,2715826,"Statistics, Python, Tableau, Power BI, Data Visualization, SQL",2022-07-22,Hybrid,Finance
JOB00531,Business Intelligence Analyst,Zomato,Delhi NCR,Mid,995548,"Statistics, SQL, ETL, Python, Tableau",2024-10-29,Hybrid,EdTech
JOB00532,Data Analyst,Paytm,Chennai,Lead,3912485,"Python, Statistics, Data Visualization, Tableau",2023-03-15,No,IT
JOB00533,Product Manager,Zomato,Mumbai,Senior,1759240,"Agile, Scrum, Data Analysis, A/B Testing, User Research, Product Strategy, Roadmapping",2023-11-03,No,Healthcare
JOB00534,DevOps Engineer,Microsoft India,Hyderabad,Principal,4808651,"Azure, Ansible, Jenkins, GCP, Linux, Kubernetes, Docker",2024-09-01,Yes,Fintech
JOB00535,DevOps Engineer,Cognizant,Mumbai,Entry,507811,"Ansible, Bash Scripting, Kubernetes, Linux, AWS, Azure, Jenkins",2022-07-28,No,Finance
JOB00536,Frontend Developer,Microsoft India,Ahmedabad,Mid,1323861,"React, Angular, TypeScript, CSS, GraphQL, Vue.js, HTML",2024-03-30,Hybrid,EdTech
JOB00537,Full Stack Developer,Accenture,Hyderabad,Lead,3572513,"React, AWS, Python, REST APIs, CSS, Node.js",2024-10-15,Yes,IT
JOB00538,Business Intelligence Analyst,TCS,Noida,Entry,335771,"SQL, Power BI, Excel, Data Modeling, Python, Tableau, Business Analysis",2022-07-17,No,E-commerce
JOB00539,Software Engineer,Infosys,Kolkata,Senior,2544169,"Git, Spring Boot, Docker, REST APIs, Microservices, Agile, SQL",2022-02-06,Yes,E-commerce
JOB00540,DevOps Engineer,Flipkart,Hyderabad,Senior,2289234,"Terraform, Docker, Bash Scripting, AWS, GCP, CI/CD, Kubernetes",2024-10-03,No,Fintech
JOB00541,Full Stack Developer,IBM India,Ahmedabad,Lead,2729390,"CSS, AWS, REST APIs, HTML, Node.js, SQL, Python, JavaScript",2024-03-12,Hybrid,E-commerce
JOB00542,Data Engineer,Microsoft India,Gurgaon,Senior,2096508,"Python, dbt, Big Data, Databricks, Hadoop, AWS",2024-01-21,Yes,Fintech
JOB00543,Frontend Developer,Oracle India,Gurgaon,Lead,2704157,"CSS, Webpack, TypeScript, Vue.js, JavaScript, React, HTML",2023-04-26,Yes,Fintech
JOB00544,Machine Learning Engineer,Freshworks,Noida,Senior,1740063,"PyTorch, Python, Azure, Kubernetes, FastAPI, AWS",2024-05-15,No,Healthcare
JOB00545,Data Scientist,Freshworks,Mumbai,Lead,3733102,"SQL, Statistics, NumPy, Big Data",2023-10-23,No,IT
JOB00546,Business Intelligence Analyst,Zomato,Mumbai,Mid,1052287,"Statistics, ETL, Tableau, Data Modeling, Power BI, Python, Business Analysis",2023-02-18,Hybrid,Finance
JOB00547,Backend Developer,IBM India,Mumbai,Senior,1599680,"Redis, REST APIs, Django, Java, MongoDB, FastAPI",2023-11-21,Hybrid,EdTech
JOB00548,DevOps Engineer,Capgemini,Kolkata,Lead,2939854,"Kubernetes, Bash Scripting, GCP, Ansible, Linux, Azure",2023-10-04,No,Healthcare
JOB00549,Data Engineer,Byju's,Gurgaon,Principal,5400978,"Hadoop, Python, ETL, dbt, Snowflake, Spark, Kafka, SQL",2023-07-03,No,EdTech
JOB00550,Business Intelligence Analyst,Flipkart,Kolkata,Entry,573819,"ETL, Python, Tableau, Business Analysis, Statistics",2023-09-07,No,IT
JOB00551,AI Engineer,Accenture,Mumbai,Mid,1132472,"Computer Vision, PyTorch, Vector Databases, LLMs, OpenAI API, TensorFlow",2024-04-11,Yes,Finance
JOB00552,Data Scientist,IBM India,Hyderabad,Mid,1025625,"R, Pandas, Statistics, Data Visualization, Scikit-learn, Python, TensorFlow",2022-11-23,Yes,Healthcare
JOB00553,Product Manager,Amazon India,Gurgaon,Senior,2654914,"Product Strategy, A/B Testing, Roadmapping, Communication, User Research",2022-06-21,No,IT
JOB00554,NLP Engineer,Wipro,Noida,Lead,3262176,"SpaCy, TensorFlow, BERT, Python",2024-10-21,Hybrid,EdTech
JOB00555,Product Manager,Accenture,Kolkata,Principal,4556159,"Agile, Data Analysis, SQL, Product Strategy, Scrum, Roadmapping, A/B Testing",2024-03-09,Yes,Finance
JOB00556,Machine Learning Engineer,Microsoft India,Mumbai,Mid,924509,"AWS, MLOps, Docker, Deep Learning, Python, REST APIs",2024-12-28,No,EdTech
JOB00557,Full Stack Developer,Oracle India,Bangalore,Lead,3931806,"SQL, React, MongoDB, AWS, REST APIs",2024-01-24,Hybrid,EdTech
JOB00558,Data Scientist,Wipro,Noida,Entry,662116,"PyTorch, Pandas, Statistics, Spark, Scikit-learn",2024-01-14,Yes,E-commerce
JOB00559,Full Stack Developer,Amazon India,Kolkata,Entry,506032,"SQL, Python, Node.js, CSS, HTML, Docker",2024-06-17,Yes,Healthcare
JOB00560,Cybersecurity Analyst,TCS,Delhi NCR,Entry,557788,"Incident Response, OWASP, SIEM, Penetration Testing, Network Security, Ethical Hacking, Python",2024-11-02,No,EdTech
JOB00561,Business Intelligence Analyst,TechCorp India,Kolkata,Principal,4870565,"SQL, Statistics, ETL, Business Analysis, Tableau, Excel, Power BI",2022-10-06,Yes,Fintech
JOB00562,Backend Developer,Zoho,Kolkata,Senior,2707559,"Java, Node.js, Django, MongoDB",2022-09-24,No,E-commerce
JOB00563,DevOps Engineer,Flipkart,Delhi NCR,Mid,973342,"Bash Scripting, Linux, CI/CD, GCP, Azure",2022-06-22,Yes,E-commerce
JOB00564,NLP Engineer,IBM India,Hyderabad,Lead,3696195,"Python, Text Processing, BERT, Deep Learning, NLTK",2023-02-11,Yes,E-commerce
JOB00565,Data Engineer,Flipkart,Ahmedabad,Lead,3759114,"Hadoop, Spark, Kafka, dbt, Databricks, Python",2024-12-12,Hybrid,E-commerce
JOB00566,Machine Learning Engineer,HCL Technologies,Kolkata,Mid,1448225,"Scikit-learn, FastAPI, Docker, CI/CD, AWS",2024-02-22,Yes,EdTech
JOB00567,Software Engineer,Accenture,Delhi NCR,Senior,1897123,"C++, Microservices, Docker, Java, Git, Agile, Python",2024-07-12,Hybrid,Fintech
JOB00568,AI Engineer,Capgemini,Kolkata,Lead,2679807,"OpenAI API, PyTorch, LLMs, Vector Databases",2024-03-25,Hybrid,E-commerce
JOB00569,Business Intelligence Analyst,Zomato,Delhi NCR,Principal,4574688,"Tableau, SQL, Python, Power BI",2023-04-26,Hybrid,Fintech
JOB00570,Product Manager,HCL Technologies,Noida,Principal,3690890,"SQL, Roadmapping, Scrum, Data Analysis",2024-01-30,Yes,EdTech
JOB00571,Data Analyst,Wipro,Delhi NCR,Senior,1856235,"Pandas, Statistics, Business Intelligence, Excel, SQL, Python, Tableau, R",2023-06-18,Yes,Finance
JOB00572,DevOps Engineer,Zomato,Hyderabad,Senior,2256216,"GCP, Monitoring, Linux, Bash Scripting, CI/CD, Azure, Kubernetes",2023-10-09,Hybrid,Fintech
JOB00573,AI Engineer,IBM India,Hyderabad,Lead,2611615,"PyTorch, Python, NLP, TensorFlow, LangChain",2024-08-21,Hybrid,E-commerce
JOB00574,Full Stack Developer,Zomato,Mumbai,Entry,559475,"AWS, MongoDB, REST APIs, CSS",2024-07-26,Hybrid,Finance
JOB00575,Machine Learning Engineer,Freshworks,Gurgaon,Senior,1696247,"REST APIs, Docker, PyTorch, CI/CD, Azure",2023-07-13,Yes,EdTech
JOB00576,Data Scientist,Amazon India,Bangalore,Principal,5894057,"Statistics, Machine Learning, TensorFlow, R, Scikit-learn",2022-07-13,No,Fintech
JOB00577,AI Engineer,Zomato,Ahmedabad,Entry,506658,"Vector Databases, TensorFlow, LLMs, LangChain, Python, OpenAI API",2024-07-31,Hybrid,Healthcare
JOB00578,Data Engineer,Capgemini,Bangalore,Entry,472714,"Databricks, Big Data, Snowflake, Kafka",2022-09-22,Hybrid,Healthcare
JOB00579,Frontend Developer,Cognizant,Chennai,Entry,689965,"GraphQL, TypeScript, React, Angular",2023-06-07,No,IT
JOB00580,Data Scientist,Zomato,Kolkata,Mid,870855,"Data Visualization, Statistics, PyTorch, Scikit-learn, NLP, Deep Learning, Machine Learning",2023-09-04,Hybrid,Healthcare
JOB00581,NLP Engineer,IBM India,Gurgaon,Principal,4050656,"NLP, LLMs, BERT, NLTK, SpaCy, Deep Learning",2024-09-02,Hybrid,E-commerce
JOB00582,Machine Learning Engineer,HCL Technologies,Ahmedabad,Lead,3272246,"PyTorch, MLOps, Model Deployment, FastAPI, TensorFlow, Python, Kubernetes, Scikit-learn",2023-04-05,Hybrid,Fintech
JOB00583,AI Engineer,HCL Technologies,Pune,Principal,3852196,"OpenAI API, Prompt Engineering, TensorFlow, LangChain, NLP, PyTorch",2022-11-01,Yes,EdTech
JOB00584,Full Stack Developer,Flipkart,Kolkata,Senior,2692305,"REST APIs, Python, JavaScript, HTML",2024-11-11,Yes,E-commerce
JOB00585,AI Engineer,Cognizant,Kolkata,Principal,4562754,"Computer Vision, TensorFlow, Python, OpenAI API, LLMs, NLP",2023-01-03,Yes,IT
JOB00586,Full Stack Developer,Zoho,Pune,Senior,2158393,"AWS, CSS, SQL, MongoDB, Docker, Python, HTML, REST APIs",2022-06-10,Hybrid,IT
JOB00587,Full Stack Developer,Swiggy,Kolkata,Principal,3575141,"Docker, Python, JavaScript, React",2024-09-04,Hybrid,Fintech
JOB00588,Data Engineer,Wipro,Bangalore,Lead,3135017,"Big Data, Kafka, AWS, Airflow, Spark, Snowflake, dbt, Python",2023-01-26,Hybrid,Finance
JOB00589,Cybersecurity Analyst,HCL Technologies,Ahmedabad,Entry,409696,"SIEM, Firewalls, Python, Penetration Testing, Incident Response, Network Security, Ethical Hacking",2024-08-07,No,IT
JOB00590,Machine Learning Engineer,Freshworks,Kolkata,Mid,859826,"AWS, REST APIs, Python, FastAPI, Deep Learning, Scikit-learn, Azure",2023-08-27,Yes,Healthcare
JOB00591,Data Scientist,Infosys,Ahmedabad,Entry,630516,"Statistics, Big Data, R, NLP, NumPy, Scikit-learn, Pandas",2023-08-19,No,E-commerce
JOB00592,Cloud Architect,Byju's,Mumbai,Principal,5546407,"AWS, Networking, Cost Optimization, Kubernetes, Terraform",2023-10-09,No,Fintech
JOB00593,Full Stack Developer,Zomato,Delhi NCR,Lead,2745242,"HTML, MongoDB, AWS, Docker, JavaScript, Python, React",2023-01-29,No,Finance
JOB00594,Cloud Architect,Microsoft India,Ahmedabad,Mid,1316204,"Cost Optimization, Security, GCP, Networking, Microservices, Kubernetes",2024-05-03,Yes,EdTech
JOB00595,Software Engineer,Zomato,Pune,Senior,1680757,"C++, Docker, JavaScript, Agile, Spring Boot, Git, Java",2024-05-01,Yes,Finance
JOB00596,Cloud Architect,Amazon India,Kolkata,Entry,309505,"Terraform, Microservices, GCP, Azure, Cost Optimization, AWS",2022-05-11,Yes,EdTech
JOB00597,Software Engineer,Byju's,Pune,Entry,594640,"SQL, Spring Boot, REST APIs, Git, Microservices",2022-04-06,Yes,Fintech
JOB00598,Cybersecurity Analyst,Zoho,Gurgaon,Principal,3936803,"OWASP, Incident Response, Penetration Testing, Network Security",2022-08-05,Yes,EdTech
JOB00599,Data Scientist,Swiggy,Noida,Principal,3942126,"Scikit-learn, Machine Learning, TensorFlow, SQL, Deep Learning",2023-08-22,No,Fintech
JOB00600,Cybersecurity Analyst,TechCorp India,Chennai,Entry,380895,"Firewalls, Incident Response, Python, Network Security, OWASP, Penetration Testing",2024-05-01,No,Healthcare
JOB00601,Backend Developer,HCL Technologies,Noida,Principal,4218324,"FastAPI, Flask, REST APIs, Docker",2023-05-18,No,Finance
JOB00602,Data Analyst,TCS,Mumbai,Lead,3366982,"Pandas, R, Statistics, SQL, Tableau, Excel, Data Visualization",2024-11-25,No,Healthcare
JOB00603,Full Stack Developer,Oracle India,Kolkata,Mid,1155157,"Docker, JavaScript, React, HTML",2024-11-30,No,Fintech
JOB00604,Business Intelligence Analyst,Swiggy,Chennai,Principal,4776423,"ETL, SQL, Business Analysis, Power BI, Data Modeling, Tableau",2024-04-07,Hybrid,EdTech
JOB00605,Product Manager,HCL Technologies,Noida,Principal,5354485,"Roadmapping, Data Analysis, Scrum, Product Strategy, User Research, Communication",2024-03-09,Hybrid,Healthcare
JOB00606,Software Engineer,Oracle India,Kolkata,Entry,568263,"Spring Boot, Git, REST APIs, C++, Java, Microservices, Docker, SQL",2023-05-10,Hybrid,IT
JOB00607,Business Intelligence Analyst,Freshworks,Bangalore,Entry,495548,"Statistics, ETL, SQL, Business Analysis, Python, Excel",2023-09-03,No,Healthcare
JOB00608,Software Engineer,Paytm,Chennai,Principal,5872286,"Agile, JavaScript, REST APIs, Spring Boot, C++, Git, SQL, Python",2024-02-13,Yes,Healthcare
JOB00609,Cloud Architect,TCS,Bangalore,Principal,4307635,"Security, Azure, GCP, Microservices, Kubernetes, Docker",2022-06-17,No,Finance
JOB00610,DevOps Engineer,Google India,Pune,Mid,1167836,"CI/CD, Bash Scripting, Ansible, Jenkins",2024-11-28,Hybrid,E-commerce
JOB00611,AI Engineer,Paytm,Noida,Lead,3422914,"Prompt Engineering, PyTorch, LangChain, Computer Vision, TensorFlow, NLP, Vector Databases",2022-09-22,Yes,Fintech
JOB00612,Software Engineer,Wipro,Mumbai,Lead,3492698,"C++, Git, REST APIs, Python",2024-04-16,No,EdTech
JOB00613,Backend Developer,Zomato,Bangalore,Entry,574085,"Java, Flask, FastAPI, Docker, Redis",2023-08-26,Yes,Finance
JOB00614,Product Manager,TechCorp India,Mumbai,Principal,5268976,"SQL, Communication, Agile, Roadmapping",2024-09-28,Hybrid,Healthcare
JOB00615,Machine Learning Engineer,HCL Technologies,Noida,Entry,518929,"Deep Learning, Docker, REST APIs, AWS, Kubernetes, MLOps, Model Deployment",2022-09-29,Hybrid,E-commerce
JOB00616,Product Manager,Google India,Delhi NCR,Lead,3899263,"Scrum, User Research, Product Strategy, SQL, A/B Testing, Data Analysis, Agile",2023-04-22,Hybrid,IT
JOB00617,AI Engineer,Byju's,Mumbai,Lead,3081697,"PyTorch, Python, Computer Vision, OpenAI API",2022-09-11,Yes,EdTech
JOB00618,Cloud Architect,Capgemini,Chennai,Principal,3721771,"Networking, Kubernetes, Security, Terraform, AWS, Microservices, Azure, Docker",2023-07-18,Hybrid,EdTech
JOB00619,DevOps Engineer,Cognizant,Kolkata,Entry,579730,"CI/CD, Jenkins, Linux, Docker, Terraform, Bash Scripting, Ansible, AWS",2024-06-14,Yes,EdTech
JOB00620,Frontend Developer,Cognizant,Pune,Lead,3039340,"React, Webpack, Vue.js, Redux",2022-10-22,Yes,Finance
JOB00621,Backend Developer,Oracle India,Kolkata,Lead,3923145,"Python, Redis, Flask, Node.js, AWS",2022-04-30,Yes,Healthcare
JOB00622,Data Analyst,Zomato,Noida,Lead,3179933,"Data Visualization, Excel, SQL, R, Business Intelligence, Power BI",2023-04-30,Hybrid,E-commerce
JOB00623,Machine Learning Engineer,Accenture,Bangalore,Senior,1627154,"AWS, Azure, MLOps, TensorFlow, REST APIs, Python",2024-04-14,No,EdTech
JOB00624,Data Engineer,HCL Technologies,Delhi NCR,Entry,429140,"Databricks, Hadoop, Airflow, AWS, Snowflake, Python, Kafka, Big Data",2023-02-21,Hybrid,Finance
JOB00625,Product Manager,TechCorp India,Bangalore,Mid,1263646,"Communication, A/B Testing, Product Strategy, Roadmapping, Data Analysis, Scrum, SQL",2022-12-09,No,Healthcare
JOB00626,Data Engineer,Byju's,Gurgaon,Senior,2297239,"Databricks, SQL, Big Data, ETL, Airflow, Python",2022-11-27,Yes,Healthcare
JOB00627,Machine Learning Engineer,Flipkart,Chennai,Lead,3964712,"REST APIs, PyTorch, CI/CD, Azure",2023-07-27,Hybrid,EdTech
JOB00628,Product Manager,Swiggy,Gurgaon,Senior,2218558,"A/B Testing, SQL, Agile, User Research, Scrum, Communication",2023-03-08,No,IT
JOB00629,NLP Engineer,Flipkart,Noida,Mid,1377844,"Text Processing, NLTK, Python, Deep Learning",2022-12-22,Hybrid,Fintech
JOB00630,DevOps Engineer,Swiggy,Mumbai,Lead,3628543,"Bash Scripting, Monitoring, Kubernetes, Ansible",2022-03-05,No,E-commerce
JOB00631,Cybersecurity Analyst,Swiggy,Bangalore,Principal,5001417,"SIEM, Incident Response, Firewalls, Network Security, Ethical Hacking, Python, OWASP",2023-01-31,Yes,Fintech
JOB00632,Data Scientist,Accenture,Ahmedabad,Senior,2250405,"Machine Learning, Big Data, NumPy, Scikit-learn, PyTorch",2023-03-29,No,IT
JOB00633,Backend Developer,Zomato,Hyderabad,Lead,3976495,"Django, Python, AWS, REST APIs, Java, MongoDB, Node.js, FastAPI",2024-10-21,Hybrid,Finance
JOB00634,AI Engineer,Paytm,Pune,Principal,5870369,"TensorFlow, PyTorch, Vector Databases, OpenAI API, LangChain",2023-04-12,Yes,Fintech
JOB00635,Data Scientist,IBM India,Mumbai,Principal,4560827,"Spark, R, Python, Statistics, Scikit-learn, Data Visualization, SQL, NLP",2024-04-13,Hybrid,EdTech
JOB00636,DevOps Engineer,Google India,Chennai,Lead,3258061,"Docker, Azure, Monitoring, GCP, Jenkins, Ansible, Bash Scripting, AWS",2022-01-11,No,IT
JOB00637,NLP Engineer,Oracle India,Mumbai,Principal,3606417,"SpaCy, NLP, BERT, Deep Learning, Text Processing",2023-11-06,Hybrid,Fintech
JOB00638,Machine Learning Engineer,Zomato,Chennai,Entry,551640,"FastAPI, Python, Deep Learning, Model Deployment, Kubernetes, Docker, Scikit-learn",2022-08-09,No,IT
JOB00639,Cybersecurity Analyst,Swiggy,Gurgaon,Senior,2589837,"Python, Incident Response, Ethical Hacking, Firewalls, Penetration Testing",2022-07-15,Yes,IT
JOB00640,Data Scientist,Infosys,Pune,Entry,497863,"Spark, Big Data, NLP, Machine Learning, Deep Learning, Python",2024-06-24,Hybrid,Fintech
JOB00641,Full Stack Developer,Wipro,Gurgaon,Entry,353386,"REST APIs, JavaScript, SQL, Docker",2024-04-02,No,Finance
JOB00642,Cybersecurity Analyst,Paytm,Delhi NCR,Principal,3544487,"Incident Response, Penetration Testing, OWASP, Ethical Hacking, Network Security, Python, Firewalls",2024-07-18,Hybrid,Finance
JOB00643,Machine Learning Engineer,Zomato,Gurgaon,Entry,306442,"CI/CD, TensorFlow, Deep Learning, Scikit-learn, REST APIs, PyTorch, Docker, Azure",2024-05-12,No,Finance
JOB00644,Software Engineer,Freshworks,Noida,Mid,746211,"C++, Spring Boot, Microservices, REST APIs",2023-09-30,Yes,Finance
JOB00645,DevOps Engineer,Paytm,Noida,Senior,2765273,"GCP, CI/CD, Docker, Ansible, AWS, Linux",2023-05-02,Yes,E-commerce
JOB00646,Frontend Developer,Zoho,Delhi NCR,Mid,910105,"React, CSS, Angular, GraphQL, Redux",2024-08-15,Hybrid,EdTech
JOB00647,Frontend Developer,Accenture,Chennai,Principal,4756745,"CSS, Vue.js, React, Angular, JavaScript, TypeScript, Redux",2022-01-08,No,EdTech
JOB00648,Software Engineer,TechCorp India,Mumbai,Mid,1204098,"Microservices, JavaScript, Docker, C++, Git, Java",2024-01-14,No,IT
JOB00649,Cloud Architect,Oracle India,Hyderabad,Entry,374659,"Security, Kubernetes, Microservices, AWS, Docker, Azure",2023-02-10,Yes,Healthcare
JOB00650,Business Intelligence Analyst,Google India,Mumbai,Mid,1056324,"Excel, Power BI, Tableau, SQL, Business Analysis, Python, ETL, Statistics",2022-10-09,No,Finance
JOB00651,Backend Developer,Wipro,Hyderabad,Lead,3003630,"Flask, Docker, Node.js, MongoDB, REST APIs, AWS",2022-05-14,Yes,Finance
JOB00652,Software Engineer,Byju's,Pune,Principal,5086267,"REST APIs, Agile, Microservices, JavaScript, Java, Spring Boot",2023-01-23,Yes,Healthcare
JOB00653,Software Engineer,Zoho,Mumbai,Entry,630017,"C++, Git, SQL, JavaScript, REST APIs, Java",2024-08-21,Yes,EdTech
JOB00654,Full Stack Developer,Zomato,Ahmedabad,Principal,5069785,"REST APIs, AWS, React, MongoDB, HTML, CSS, SQL",2024-09-16,No,EdTech
JOB00655,Full Stack Developer,Oracle India,Kolkata,Principal,3653530,"Node.js, CSS, AWS, HTML, REST APIs",2023-03-24,No,EdTech
JOB00656,Data Analyst,Swiggy,Noida,Senior,2033786,"Excel, Python, Business Intelligence, R, Tableau, Power BI, Data Visualization, SQL",2022-03-26,Hybrid,Healthcare
JOB00657,Full Stack Developer,Swiggy,Chennai,Lead,3480525,"Docker, MongoDB, AWS, HTML, React, Node.js, JavaScript",2023-01-03,No,Fintech
JOB00658,Machine Learning Engineer,Wipro,Mumbai,Senior,1672844,"REST APIs, Azure, FastAPI, CI/CD, TensorFlow, Docker",2023-04-12,Yes,Healthcare
JOB00659,Data Scientist,Zoho,Hyderabad,Principal,4340146,"TensorFlow, Scikit-learn, SQL, PyTorch, NLP, Big Data",2023-01-26,Hybrid,Fintech
JOB00660,Cloud Architect,Paytm,Hyderabad,Senior,1517896,"Terraform, Microservices, Docker, Kubernetes, Cost Optimization, AWS",2024-08-24,No,Finance
JOB00661,Software Engineer,Amazon India,Mumbai,Mid,1197484,"Git, Agile, Docker, SQL, REST APIs",2024-08-02,No,Finance
JOB00662,Full Stack Developer,TechCorp India,Ahmedabad,Lead,2939531,"AWS, REST APIs, JavaScript, MongoDB, Python, SQL, Docker",2023-09-18,Hybrid,Healthcare
JOB00663,Frontend Developer,HCL Technologies,Delhi NCR,Mid,1139507,"TypeScript, GraphQL, HTML, Vue.js, Redux, JavaScript, CSS",2022-10-12,Hybrid,Fintech
JOB00664,Product Manager,Wipro,Delhi NCR,Principal,5907021,"Roadmapping, Data Analysis, A/B Testing, Product Strategy, SQL, Communication, User Research",2024-08-30,Hybrid,E-commerce
JOB00665,AI Engineer,TechCorp India,Hyderabad,Senior,1695541,"TensorFlow, LangChain, PyTorch, Python, LLMs",2024-09-27,Yes,IT
JOB00666,NLP Engineer,Paytm,Bangalore,Lead,3095208,"BERT, Transformers, NLP, Text Processing, Python",2024-01-25,Yes,Healthcare
JOB00667,Cybersecurity Analyst,Google India,Chennai,Lead,3320207,"Python, OWASP, Ethical Hacking, Penetration Testing, Firewalls",2022-05-21,Yes,Finance
JOB00668,Backend Developer,IBM India,Chennai,Lead,3988289,"Node.js, Redis, Docker, FastAPI, Django, MongoDB, Flask",2024-07-28,Yes,Finance
JOB00669,DevOps Engineer,Oracle India,Ahmedabad,Entry,509315,"Azure, Ansible, CI/CD, Terraform, Bash Scripting, Monitoring, GCP, Docker",2022-07-06,No,Fintech
JOB00670,Cybersecurity Analyst,Google India,Bangalore,Senior,2320175,"SIEM, Penetration Testing, Python, Firewalls, Incident Response, Ethical Hacking, OWASP, Network Security",2022-07-15,Yes,Finance
JOB00671,Backend Developer,Microsoft India,Mumbai,Principal,4724273,"AWS, Django, SQL, REST APIs",2022-09-06,Yes,EdTech
JOB00672,Product Manager,Swiggy,Kolkata,Senior,2360033,"Scrum, SQL, Agile, A/B Testing, Product Strategy, Data Analysis, User Research",2022-05-30,No,Fintech
JOB00673,Full Stack Developer,Swiggy,Ahmedabad,Mid,1115943,"JavaScript, SQL, Python, React",2023-11-01,No,IT
JOB00674,Machine Learning Engineer,Oracle India,Mumbai,Principal,4516253,"PyTorch, AWS, Docker, REST APIs, Model Deployment, Python, TensorFlow",2022-12-29,Hybrid,Fintech
JOB00675,Full Stack Developer,Cognizant,Chennai,Mid,781354,"CSS, SQL, React, AWS",2024-01-04,Hybrid,IT
JOB00676,NLP Engineer,Zoho,Bangalore,Principal,4406668,"Python, Deep Learning, NLP, BERT, LLMs, TensorFlow, SpaCy",2022-04-18,Yes,E-commerce
JOB00677,Product Manager,Amazon India,Chennai,Mid,961829,"Data Analysis, Communication, Product Strategy, Roadmapping, A/B Testing, User Research",2022-01-30,Hybrid,Fintech
JOB00678,Machine Learning Engineer,Amazon India,Delhi NCR,Mid,801295,"CI/CD, PyTorch, Python, MLOps, Azure",2022-08-09,Hybrid,Fintech
JOB00679,Software Engineer,TechCorp India,Kolkata,Principal,4368721,"Microservices, Docker, Python, JavaScript, Git, Java, C++, Spring Boot",2022-12-22,Hybrid,Healthcare
JOB00680,Data Scientist,TCS,Chennai,Lead,2946206,"TensorFlow, Machine Learning, Scikit-learn, PyTorch, Data Visualization, NumPy, SQL",2022-03-31,No,Healthcare
JOB00681,Product Manager,Google India,Hyderabad,Principal,5595373,"Communication, Scrum, A/B Testing, Product Strategy",2023-10-27,No,Finance
